"exclude","ne","not","clausetype","never.posn","not.posn","finite","id","year","author","prev.ne","prev.not","next.ne","next.not","has.ne","has.not","has.both","neg.type","has.ne.prev","has.not.prev","has.both.prev","prev.neg.type","has.ne.next","has.not.next","has.both.next","next.neg.type","datepd"
"constituent","-","postverbal","matrix","-","postverbal","finite","CMMALORY,9.266",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,9.270",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,10.276",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,13.366",1470,"CMMALORY","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,13.369",1470,"CMMALORY","-","-","contracted","-",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"contraction","contracted","-","second-conjunct","-","-","-","CMMALORY,13.371",1470,"CMMALORY","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMMALORY,13.385",1470,"CMMALORY","contracted","-","-","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,13.392",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMMALORY,16.496",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,19.578",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,19.584",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,21.627",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","that","-","postverbal","finite","CMMALORY,23.727",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,23.728",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,25.777",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,25.786",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMMALORY,26.830",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,27.839",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,27.844",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,27.859",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,28.895",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,28.900",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,29.912",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,29.919",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,30.938",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,30.942",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMMALORY,30.945",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,31.984",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,31.990",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,31.991",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,31.992",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,32.1004",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,33.1028",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMMALORY,34.1086",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,34.1092",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,34.1094",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,35.1102",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,35.1103",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,35.1114",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,36.1142",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,36.1149",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,37.1196",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,37.1198",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,38.1232",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,39.1250",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,39.1255",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,40.1311",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,41.1335",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,41.1337",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,41.1342",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,41.1343",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,42.1396",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMMALORY,42.1408",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,42.1413",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,43.1425",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,43.1427",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,43.1428",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMMALORY,43.1429",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,44.1454",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,45.1493",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,45.1496",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","matrix","-","-","finite","CMMALORY,45.1504",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,46.1509",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,46.1510",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,46.1514",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,46.1515",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,46.1521",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","that","-","postverbal","finite","CMMALORY,47.1539",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"concord","-","postverbal","matrix","-","postverbal","finite","CMMALORY,47.1540",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,47.1541",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"only","-","postverbal","matrix","-","postverbal","finite","CMMALORY,47.1542",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,47.1544",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,47.1545",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,47.1557",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,47.1561",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,47.1565",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,48.1572",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,48.1576",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,48.1582",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,48.1587",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,48.1604",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,49.1626",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,50.1662",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,50.1674",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,51.1677",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,51.1679",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","matrix","-","-","finite","CMMALORY,51.1680",1470,"CMMALORY","-","postverbal","-","-",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","second-conjunct","-","-","-","CMMALORY,51.1688",1470,"CMMALORY","-","-","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,51.1689",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,51.1711",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,52.1722",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"constituent","-","postverbal","matrix","-","postverbal","finite","CMMALORY,53.1770",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,53.1774",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,54.1790",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","relative","-","postverbal","finite","CMMALORY,54.1793",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,54.1794",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,54.1796",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,54.1802",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,55.1813",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,55.1817",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,55.1818",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,55.1822",1470,"CMMALORY","-","postverbal","-","-",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,55.1829",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","other","-","postverbal","finite","CMMALORY,55.1850",1470,"CMMALORY","-","-","-","-",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,3
"-","-","-","imperative","-","-","-","CMMALORY,56.1853",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,56.1874",1470,"CMMALORY","-","-","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,56.1878",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,56.1880",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,58.1930",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,59.1960",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,60.1995",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,60.2001",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,61.2028",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,61.2031",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,61.2041",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,61.2051",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,61.2054",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","that","-","postverbal","finite","CMMALORY,61.2057",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","second-conjunct","-","postverbal","finite","CMMALORY,62.2060",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
"-","-","postverbal","matrix","-","postverbal","finite","CMMALORY,62.2063",1470,"CMMALORY","-","postverbal","-","postverbal",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",FALSE,TRUE,FALSE,"not",3
